link,headline,category,date,timestamp,story
https://www.thestar.com.my/business/business-news/2019/04/08/entropia-appoints-wai-as-creative-chief/,Entropia appoints Wai as creative chief,Corporate News,"Monday, 8 Apr 2019",,"PETALING JAYA: Entropia has appointed award-winning director Wai Khuen Yee (pic) as executive creative director. 
In this role, he will lead a team of ten creative directors ranging across creative disciplines such as campaign, content, CRM, UX, experiential design, personalisation etc.
Wai will be reporting to Prashant Kumar, founder and senior Partner of Entropia. Prior to the appointment, he spent two years as the executive creative director for Y&R Hong Kong. 
Through the years, he has won several accolades for leading brands ranging from Gold Cannes Lions, D&AD, LIA, The One Show, Clio, Spikes, Adfest, A+M MarketingAwards, Effies and Mob-EX Awards. 
His campaign for Mattel “Pictionary” campaign was the most awarded campaign of 2012 according to the Gunn Report.
Before Y&R Hong Kong, Wai earned nearly two decades of experience in creative roles – online and offline – in agencies such as M&C Saatchi, BBDO/Proximity, Ogilvy and Naga DDB across Hong Kong, Singapore and Malaysia.
“Entropia is a white sheet effort to reappraise the role of creativity in the age of data and marketing automation. How can brands retain their magic in the popular culture and imagination despite such complex cluttered lives that people lead, is a central question of marketing today.”
“I am excited to be a part of an ecosystem that is keen to find that answer for our clients in ways that are both original and rigorous,” he said in a statement.
Commenting on the announcement, Prashant said:  “Wai’s deep creative experience in both online and offline sides of the world, puts him in a unique place to bring together the magic of old world craft and storytelling in combination with new age creative vocabulary.”
“Creativity has nine lives in Entropia, and he has lived it all. He has seen the best, and been the best. Together with our partners, we hope he can help further boost our commitment to our clients’ businesses.” 
The name Entropia comes from the word Entropy and Utopia and is meant to denote the movement from disorder to order. As a small independent agency, it has the ability to customise without restrictions and is more agile than the bigger ones to changes. 
This gives the agency an edge over other bigger players as it is not owned by a network and does not need approval from a higher authority,"
https://www.thestar.com.my/business/business-news/2019/04/08/explore-future-markets-now-exporters-urged/,"Explore future markets now, exporters urged",Corporate News,"Monday, 8 Apr 2019",,"KUALA LUMPUR: Malaysian exporters should start exploring the forecast top 10 countries by GDP in 2030, according to national trade promotion agency Malaysia External Trade Development Corporation (Matrade).
Matrade deputy director Md Zainuddin A. Jalil shared that local exporters should market their products and services in China, India, the United States, Indonesia, Turkey, Brazil, Egypt, Russia, Japan and Germany.
Zainuddin who gave a presentation on Going Global with Matrade at the recent Export Excellence Awards 2019 roadshow in Penang, said Malaysia’s total trade amounted RM1.876tril in 2018, from RM9.45bil in the 1970s.
He said that China, Singapore, US, Japan and Thailand were Malaysia’s major trading partners last year, making up more than half the country’s combined trade.
At the Export Excellence Awards 2019 roadshow, Zainuddin shared with participants that the country’s five major export and import products are electrical and electronic products; petroleum products; chemicals and chemical products; palm oil agriculture, machinery and equipment; and, metal manufactures.



He urged exporters to register free with Matrade so that they could access information on how to export their products and services effectively and efficiently. They can also receive the latest alerts on opportunities in foreign markets.
“They just need to download the Matrade mobile app to get the updates on market opportunities, new regulations or barriers imposed by the particular country, on tender, on limitation on import for certain items, and other inputs which are easily accessible to our members,” he said, adding that Matrade has 34 trade offices and 12 marketing offices abroad.
“Make use of our Business Information Centre library at our headquarters for business directories, country profiles, tariff schedules, market reports, periodicals and statistics,” he said.
Zainuddin told participants they could apply online for market development grants from Matrade, whereby exporters who visit international trade fairs could claim 50% of their costs (which covers rental of booth, economy flight ticket and accommodation for one person) – up to RM15,000 for one session, and a maximum RM200,000 per company.
He shared that Matrade conducts trade fairs where local participants could engage in direct negotiation and dealings with international buyers without having to travel abroad, as well as international sourcing programme and export acceleration missions.
For the export acceleration missions, the participants would be limited to 15 companies, and the focus would be on two or three sectors per trip, adding that the sectors this year are construction and building materials, medical, automotive, machinery, aerospace, maritime, oil and gas, and, chemicals and chemical products.
Star Media Group in partnership with Standard Chartered launched the inaugural Export Excellence Awards 2019, with PKT Logistics as co-sponsor and Matrade as patron. 
The seven main award categories are electrical and electronics; oil and gas; chemical, mineral and alloy; agriculture; machinery, equipment and automation; services; and, other industries. 
Three companies will receive the Exporter of the Year title, while a special award will be given for the halal products category.
Deadline for entry submission is Aug 2, and winners will be announced at the awards ceremony in November.
The next roadshow will be at New World Petaling Jaya Hotel in Selangor on April 30. To register, go to https://www.exportawards.com.my"
https://www.thestar.com.my/business/business-news/2019/04/08/debt-market-dampener/,Debt market dampener,Corporate News,"Monday, 8 Apr 2019",,"PETALING JAYA: Bond issuers in the non-financial space could come under further pressure this year due to weaker economic prospects and external headwinds.
These issuers could face the possibility of their debt ratings being lowered by rating agencies, hence placing them on negative outlook in the agencies’ portfolios.
A positive rating outlook means that a rating may be raised while a negative outlook reflects the possibility of the rating lowered. A stable outlook denotes situations where the rating is expected to remain unchanged over the intermediate term. 
A rating outlook generally covers a six to 24-month time horizon.
Bank Negara is projecting Malaysia’s gross domestic product (GDP) to expand between 4.3% and 4.8% this year - a slightly more cautious forecast compared with the 4.9% GDP growth estimated by the Finance Ministry during the tabling of the 2019 Budget last November. In 2018, Malaysia’s GDP grew by 4.7%.
RAM Ratings head of data analytics Julie Ng told StarBiz the rating agency has placed a negative outlook for the automotive, media, oil and gas support services, commercial property and construction sectors. 
“These sectors are facing the mounting pressures stemming from a slower economy, declining prices and poor industry prospects,” she added.

PHOON: We expect broad credit conditions to remain supported on the back of still stable macro settings.
As at end-2018, there were 14 issuers with a negative outlook in RAM’s portfolio, of which many of them were from the above sectors.  
While the majority of the issuers on negative outlook had already transitioned to lower ratings in the preceding quarters, she said their outlook remained negative as industry challenges had not sufficiently abated to warrant a revision ie back to stable outlook. 
Ng, however, said she does not expect rating downgrades to further rise this year, adding that  a change in rating outlook typically, although not always, precedes a change in rating in the subsequent 12-18 months. 
In 2018, there were more downgrades than upgrades due to the more challenging economic conditions. 
The downgrade to upgrade ratio was 2.25 in 2018 (2017: 2.00). 
Issuers with a positive outlook could eventually see a rating upgrade in upcoming reviews, she noted.
These positive outlook involved companies in the plantation and power sectors, which exhibited sturdier credit metrics as a result of improved sales and cost savings, Ng said.
A rating downgrade is when a rating agency lowers a bond’s rating as opposed to an upgrade when a rating is raised. 
Meanwhile, Maybank Kim Eng  head of fixed income research Winson Phoon noted that within the rated universe, there has been negative-biased credit trends in the past few years, with “ratings downgrades and negative outlook ratings “ outnumbering “ratings upgrades and positive outlook ratings”, partly due to sector-specific weaknesses such as the media and toll-road sectors. 
He thinks this trend would continue in 2019.
Phoon said he does not expect broad-based bond issuer downgrades this year as there was no sign of stress in domestic bond markets as credit spreads have tightened in the past few months because of positive supply-demand profile (ie demand exceeds supply). “We expect broad credit conditions to remain supported, on the back of still stable macro settings,” he said.   
Malaysian Rating Corp Bhd (MARC) in its latest 2018 Annual Corporate Default and Rating Transitions Study noted that  the overall weaker performances of Malaysian corporates would likely exert pressure on the rating trajectories of MARC-rated non-financial corporates. 
In particular, the rating agency expects corporates in the property, construction and palm oil sectors to be more vulnerable to headwinds. 
On balance, it however noted, there is generally enough headroom within the rating bands to allow performance stress to be absorbed without necessitating severe rating changes. It foresees more challenges for Malaysian non-financial corporates in 2019 due to weaker economic prospects on both the domestic and external fronts. 
As for yield projection for this year amid a Dovish stance by the US Federal Reserve (Fed),  Phoon said he forecasts the 10y MGS yield to reach 3.90% by end-June and 4.00% by end-December 2019.
As to whether the dovish stance by the Fed would impact government and corporate bonds? 
He noted: “The Fed’s dovish pivot is causing the US Treasuries (UST) curve to gravitate lower. 
“This has encouraged yield-seeking flows to other regional bond markets and indirectly benefited local bonds.” 
On the impact of the current inverted US treasury yield curve on the Malaysian Government securities (MGS) and overall bond market, Phoon said it depends on the time horizon. 
In the near term, he said the focus would be more on lower yields in the developed markets and the anchoring effect on other regions.  But if one were to take a medium to longer term view, he said the fact that the UST yield curve inversion signals a recession risk in the US, then it should not be under-estimated. Ng views the  inverted US treasury curve as a dampener to foreign investor demand for domestic bonds even as the Fed and other major central banks pull back on liquidity tightening efforts."
https://www.thestar.com.my/business/business-news/2019/04/08/cimb-bank-targets-rm12bil-for-b40-financing/,CIMB Bank targets RM12bil for B40 financing,Corporate News,"Monday, 8 Apr 2019",,"PETALING JAYA: CIMB Bank Bhd and CIMB Islamic Bank Bhd have targeted at least RM12bil for the B40’s access to facilities such as home, auto, ASB and personal financing for the period of 2019-2020. 
The bank said in a statement yesterday that the B40 segment had made up a significant percentage of CIMB Bank and CIMB Islamic’s retail customers since the year 2016.
Group CEO Tengku Datuk Seri Zafrul Aziz said in line with CIMB’s next mid-term growth plan, Forward23, CIMB had “sharpened” its focus on financial inclusivity to fulfil the group’s vision of advancing customers and society.
CIMB Group  in the statement  also said it had committed 1% of its PBT in the period 2018-2020 to fund its corporate responsibility initiatives in Asean."
https://www.thestar.com.my/business/business-news/2019/04/08/is-the-fed-boxed-in-on-providing-stimulus/,Is the Fed boxed in on providing stimulus?,Economy,"Monday, 8 Apr 2019",,"Has the Federal Reserve painted itself into a corner by always having to prop up failing markets, especially through a flood of stimulus money called quantitative easing (QE)? 
After ten years of inundating the markets via US$4.5 trillion of bond purchases, the Fed is again called to prop up weakening growth through provision of such liquidity and rate cuts.
The pressure is growing. US President Donald Trump had last Friday, an hour after the release of strong jobs numbers and wage growth, called on the Fed to turn the economy into a “rocket ship,” restart QE and cut rates.
The rebound in US non-farm payrolls by 196,000 jobs was in sharp contrast to meagre gains of a revised 33,000 jobs in February.
US jobs growth in 2019 is below the brisk pace in 2018.
Earlier, Trump had attacked the Fed for raising rates and carrying out the “ridiculously timed quantitative tightening (QT).”
US National Economic Council director Larry Kudlow had wanted a stop to this QT, where the Fed had started withdrawing its bond purchases and shrunk its portfolio to still a sizeable US$3.8 trillion.
Along with its abrupt change from two to zero rate hikes this year, the Fed had planned to stop its QT by September which is just five months away.
But it looks like the forces cannot wait.
“I think we are set for QE forever; the Fed is boxed in. Long before the recession arrives, the Fed will likely cut rates and when the recession sets in , they will quickly engage in the next QE programme,’’ said Pong Teng Siew, the head of research of Inter-Pacific Securities.
This switch from QE to QT, and then potentially back to QE, is likened to a process of “rinse, wash and repeat,” where a perpetual motion machine allows other machines to operate without any energy inputs.
This seems to be the way where markets may be set up to run practically non-stop for a long time.
In scolding the Fed over rate hikes and QT, Trump had said the stockmarket would have ‘been much higher and world markets would be in a better place,’ if not for those Fed actions.
Trade war was not mentioned.
Post the 2008 financial crisis, a huge stimulus was required to revive the US economy; stoking asset prices was one such way.
That, however, created a huge stockmarket bubble where price earnings ratios of 100 times became acceptable even ten years later.
Many shudder at what it would be like once the bubble bursts.
The potentially devastating effects of such a big fall, against reduced liquidity and softening growth, would be undesirable; the Fed would have to maintain or pump in liquidity to keep the markets bubbling on.
It looks like the Fed believes in the role of asset markets to keep business and consumer confidence strong.
The wealth effect generated will lead to stronger consumer spending, a bulwark of the US economy.
A very slow normalisation process by the Fed, which had kept monetary policy highly accommodative well into the post-financial crisis expansion, has continued to fuel market froth.
“The fact that according to former Fed chairman, Ben Bernanke, monetary policy is far too blunt an instrument to prevent asset bubbles, does not help,’’ noted Nor Zahidi Alias, chief economist, Malaysian Rating Corp.
QE may be more sought after as the Fed clearly lacks the room for major rate cuts unlike previously, when rates were slashed by four to five percentage points.
The Fed has dragged its feet in unwinding monetary stimulus from the last recession, and this has significantly weakened its ability to combat another recession anytime soon, said Anthony Dass, head of AmBank Research.
Kudlow had asked for an immediate cut of half a percentage point in rates. Two Trump nominees to the Fed board, Stephen Moore and Herman Cain, also back lower rates with Moore calling for rate cuts.
The Fed’s moves on QE and interest rates, are part of its monetary stance to keep growth steady while maintaining price stability.
The Fed can always recalibrate this when the economy no longer needs a supportive and accommodative policy, said Lee Heng Guie, the executive director of Socio Economic Research Center.
Such assessments may be difficult. Estimating the lags of monetary policy that had, since last year, entailed four rate hikes and some QT, requires a thorough understanding of the many ways through which monetary policy impacts the economy.
Insufficient knowledge of these channels leads to overshooting in the easing or tightening of monetary policy.
Investors should be aware of the perils of prolonging the period of asset bubbles.
Columnist Yap Leng Kuen notes the over reliance on stimulus."
https://www.thestar.com.my/business/business-news/2019/04/08/investment-banking-to-pick-up-steam/,Investment banking to pick up steam,Banking,"Monday, 8 Apr 2019",,"KUALA LUMPUR: After a generally tepid year in 2018, there’s been improvement in the investment banking (IB) scene so far, but caution continues to prevail among investors.
Maybank Investment Bank Bhd (Maybank IB) CEO  Fad’l Mohamed said this adding that the bank, the largest in the country, had already seen a healthier pipeline of deals in the first three months of this year, compared to the year earlier. 
“In 2018,  we saw a lot of adjustments, people were looking for clarity, this year  we are seeing a lot of value come out.
“In terms of deal pipeline, it will be  far better  but having said that, investors still  remain cautious so they will be very careful before taking  a position,” he told Starbiz in an interview.
To be sure, it was a relatively listless IPO market last year.
Although there were 22 listings in total,  capital raised on Bursa Malaysia during the year was only RM709mil, of which two were Main Market issuances.
This value was even less than the RM1bil raised in 2016, which at that time - based on that amount - was already seen as a collapse, no thanks to a soft overall global market.
In 2017, things had improved and total capital raised via IPOs stood at RM7.4bil from  13 listings of which among the larger ones were Eco World  International Bhd and Lotte Chemical Titan Holding Bhd.
This year, among the more sizeable IPOs that are expected to take place are that of QSR Brands (M) Holdings Bhd, the operator of the Kentucky Fried Chicken (KFC) and Pizza Hut outlets countrywide, and poultry producer Leong Hup International. 
Notably, both are re-listings, having gone public before they were taken private more than five years ago. 
Fad’l noted that within the domestic market, companies were “bulking up” this year, starting to look at optimising their balance sheets and positioning themselves to either acquire assets or be more focused on their areas of strength.
In the merger and acquisition (M&A) space, Fad’l said he expects a potentially “more vibrant” market, citing opportunities which could come from certain government-linked  investment companies which have indicated that they would undergo corporate exercises.
Within the debt market used to finance mega infrastructure projects, he said he expected the segment to register levels “not very far” from last year which saw total issuance coming in at RM109bil. 
Of this, government-guaranteed  papers made up 29%.
“Although a lot of infrastructure projects have been deferred, at the end of the day there are still a lot of ongoing jobs such as the MRT and the water-related projects - whatever that needs to be done is still being done.”
He admits that the cancellation and deferment of a few key infrastructure projects has “in a way” impacted the investment bank.
“But I think the market remains vibrant and there is still a lot of demand for debt-raising,”
Recall, some of the cancelled or deferred projects include the The East Coast Rail Link or ECRL, the  MRT Circle line (Line 3), the Trans Sabah Gas Pipeline, the KL-Singapore High Speed Rail and the Sistem Kawalan Imigresen Nasional (SKIN). 
All these were postponed or axed post GE14,  due largely to costs issues.
Meanwhile, Maybank Kim Eng Group CEO Ami Moris taking on a bigger-picture view, said she believes that the Malaysian economy is in “good stead.”
“The key word to describe it is resilient. Resilient meaning it is very well diversified and there isn’t any one particular sector that really dominates in terms of the sectoral composition of Bursa as a whole marketplace,”  she said.
She pointed out the growing significance of small and medium-sized enterprises (SMEs) that according to her,  are perhaps not well captured within the universe of public markets.
“The activity within the SMEs, where there is a lot more focus on new and innovative segments of the economy - I think that’s what we need to be excited about.
“Additionally,  some of these companies  have actually outgrown the definition of SMEs and now form about 50% of the Malaysian economy, she added.
“That is fairly astounding.”
Ami also said that execution remained something that people were watching and tracking.
“But as what (Finance Minister) Lim Guan Eng said, Malaysia (its fiscal position)  will be put back on track within three years.
“It’s a three-year thing so it will be fairly hasty to judge on a  monthly or  yearly basis... he has said very clearly that the Government has set the milestone within a 3-year period, I think that’s highly realistic.” 
Lim had also said last month at the Invest Malaysia conference that the country will return to its “Asian tiger” status in three years.
In February, he said the country’s debt was still at the trillion ringgit level as at the end of 2018."
https://www.thestar.com.my/business/business-news/2019/04/08/bintulu-port-to-expand-container-yard-capacity/,Bintulu Port to expand container yard capacity,Corporate News,"Monday, 8 Apr 2019",,"KUCHING: Bintulu Port Holdings Bhd  (BPHB) plans capacity expansion of its Bintulu International Container Terminal (BICT) to cope with rising demand as it has recorded double-digit growth in container throughput for three consecutive years.
A feasibility study on the BICT’s expansion is currently under way and the plan will involve infrastructure development and procuring container handling equipment.
The BICT handled 349,792 TEUs (twenty-foot equivalent unit) last year, representing 13.1% growth over 2017 and the the highest ever volume, according to BPHB group chief executive officer Datuk Mohammad Medan Abdullah.
“We have seen three consecutive years of double digit growth to date. Our growth rate in container volume surpassed the national container throughput average of 3.7% growth annually.
“In terms of capacity, the BICT is currently operating at 78% capacity with the utilisation expected to improve further in 2019 in line with expected increase in container volume,” he added.
Short-term measures to improve operational efficiencies and service delivery on container sector include tackling specific bottleneck at the container yard, berth window management and allocating the general cargo wharf into container feedering operation.
Reviewing BPHB’s yearly performance, Mohammad said the strong growth had strengthened BICT as the No. 1 container port in Sarawak and Sabah in terms of container throughput and connectivity.
“The impressive throughput was driven by increased import and export due to active economic development in Sarawak Corridor of Renewable Energy (SCORE), particularly the Samalaju Industrial Park (SIP),increasing trend towards containerisation of cargo and more transhipment volumes from Sabah and Sarawak.
“Of the total containerised cargo handled at BICT, 23.7% (82,930 TEUs) were transhipment cargoes,” he said in the company’s 2018 annual report.
As part of the on-going efforts to enhance service and operational delivery,BICT has deployed additional yard equipment and resources to support the container yard’s operations.
2018 saw BICT attracting more shipping connectivity to Intra-Asia ports with the introduction of the new container shipping routes by SITC Container Lines (Sarawak) Sdn Bhd.
BICT is now directly connected to Indonesian ports such as Makassar, Balikpapan and Semarang as well as more ports in China, such as Shanghai,Xiamen and Shokou.
At present, BICT is connected to regional and global container trade lanes through nine major shipping lines. Three of the shipping lines – Evergreen Marine Corp (M) Sdn Bhd, SITC Container Lines and Harbour-Link Line Sdn Bhd – offer direct shipping services to the Intra-Asia ports, thus boosting BICT’s connectivity offering to customers.
Mohammad said Bintulu Port’s dry bulk cargo sector also registered an impressive 8.3% growth in cargo throughput to 6.86 million tonnes in 2018 over 2017 due to higher raw materials’ imports (like aluminium oxide, silica quartz, manganese ore, semi coke and iron ore) generated from energy-intensive industries in Samalaju Industrial Park as their plants ramped up production to meet increased demand from customers.
The export of woodchips via Bintulu Port jumped by nearly 190% to 388,759 tonnes from 134,729 tonnes year-on-year due to higher demand from Japan and Indonesia.
Bintulu Port also recorded higher palm oil throughput of 4.32 million tonnes (+2.3%) and break bulk cargo of 1.77 million tonnes (+5.3%) during the year under review.
There was higher export volume of palm oil products to China, India, Pakistan and US.and Bintulu Port handled some 95% of Sarawak’s total production.Bintulu Port is also the largest palm oil products’ exporting terminal in Malaysia, handling about 26.2% of the country’s total export.
On liquified natural gas (LNG), Mohammad said LNG cargo delcined to 23.68 million tonnes in 2018 from 27.14 million tonnes in 2017 due mainly to gas supply disruption experienced throughout the year.
“The LNG export market for cargoes from Bintulu Port saw China emerging as a prominent buyer behind Japan, indicating the rise of China as a major global LNG market.
“To capitalise on this,the group has been actively pursuing opportunities in terms of new ways of handling,transportation and export of LNG via ISO tank containers,” he added."
https://www.thestar.com.my/business/business-news/2019/04/08/stake-sale-in-troubled-jet-airways-may-be-delayed/,Stake sale in troubled Jet Airways may be delayed,Airlines,"Monday, 8 Apr 2019",,"NEW DELHI: Lenders to India’s troubled Jet Airways Ltd may have to wait a little longer to sell a stake in the carrier, as they need more clarity from the country’s central bank, the Business Standard newspaper reported yesterday.
Jet, India’s oldest private carrier, is saddled with more than US$1bil in debt, compounding its financial woes and forcing it to ground most of its fleet.
After Jet failed to convince potential investors, including its largest shareholder Etihad Airways, to bail it out, Indian banks decided to take a majority stake in the carrier.
Last month, Jet’s lenders, led by State Bank of India agreed to bail out the airline in a complex deal that involved the banks taking a majority stake, while seeking out an investor to help revive the company’s fortunes.
Jet’s lenders on Thursday said they planned to seek expressions of interest in the airline from potential investors from April 6 and that all submissions from interested parties are expected to be completed by April 9.
But this process may be delayed as the Reserve Bank of India is yet to examine the issue of debt to equity conversion, the paper said, citing a source.
In February, Jet said its shareholders had approved a plan to convert its existing debt to equity. — Reuters"
https://www.thestar.com.my/business/business-news/2019/04/08/sam-ramps-up-production/,SAM ramps up production,Corporate News,"Monday, 8 Apr 2019",,"GEORGE TOWN: SAM Engineering & Equipment (M) Bhd (SAMEE) is ramping up production at its facilities in Penang and Singapore this year to fulfil its RM3.1bil order book.
Group chief executive officer Jeffrey Goh(pic) said the US$20mil plant in Singapore was being equipped with machinery.
“The plant, which produces engine casing for Airbus and Boeing, should be fully equipped by year-end and be fully operational in 2020,” he said.
The nacelle beam production plant in the RM140mil Bukit Minyak plant is equipped with state-of-the-art precision machinery and will employ 200 highly-skilled workers when fully ramped up.
“We currently have an order book of RM3.1bil. The ramp up is to fulfil partially the orders in the book,” he said. 
Goh said the short-term market outlook remains positive for the group’s aerospace business, which generates about 60% of its revenue.
“We continue to deliver parts that are used in Boeing B737 and B787 aircraft where demand is stable, and we are ramping production on parts used in the new Airbus A320neo.
“For our parts that are used in business jet applications, demand continues to be volatile as compared with the commercial airliner market,” he said.
On the recent controversy over the Boeing 737max, Goh said the group supplies engine casing to the aircraft.
“We are still producing parts for the model. There are no stop work instructions,” Goh added.
On the cancellation of Airbus 380 by Airbus, Goh said the impact on SAMEE is minimal.
In Penang, SAMEE has five plants in Bayan Lepas on the island, of which two are involved in the production of aerospace components.
In Seberang Prai, it has one plant producing nacelle beams.
The group also has two plants in Singapore and a plant in Thailand.
On the 2019 financial year that just ended March 31, Goh said the group expected the revenue from the aerospace industry which accounts for about 60% of our group revenue to remain stable.
“We expect the revenue from the equipment business to decrease marginally in the fourth quarter due to softer demand from the customers from semiconductor and HDD industry. “However, we expect the demand from the hard disk drive storage segment to recover next financial year,” he said.
Meanwhile, Airbus’ president for Asia Pacific Jean-Marc Nasr said recently in a media briefing in March that Airbus expected to increase its local sourcing activities and partnerships to US$550mil (RM2.24bil) by 2023, up 38.3% from US$400mil (RM1.62bil) in 2018.
“We are 100% committed to growing our presence in Malaysia and we believe that the country’s aerospace industry has the potential to become one of the largest in the region,” he added.
The growth would be due to higher passenger traffic growth in the region, translating into higher demand for air traffic production and maintenance, repair and overhaul services, according to Nasr.
Currently, he said the company is the biggest partner for Malaysia’s aerospace industry, while Malaysia is Airbus’ third largest market in the Asia-Pacific region after China and India.
To date, the company works with more than 12,000 suppliers worldwide that provide products and services for flying and non-flying parts.According to an Airbus 2018 forecast, the demand for aircraft in Asia Pacific would increase to 14,450 valued at US$2.3 trillion over the next 20 years, which is more than 40% of global demand for almost 35,000 aircraft over the next 20 years.
Over the next 20 years, Airbus projects that the passenger traffic growth in Asia Pacific will grow 5.6% annually, compared with 4.4% per annum globally."
https://www.thestar.com.my/business/business-news/2019/04/08/ecrl-deal-with-china-to-include-palm-oil-buy/,ECRL deal with China to include palm oil buy,Corporate News,"Monday, 8 Apr 2019",,"KUALA LUMPUR: The current re-negotiations on the East Coast Rail Link  (ECRL) may see its construction price pegged at RM50mil to RM60mil per km as well as a commitment by the Chinese government to buy Malaysian palm oil and bring in projects, according to sources.
This means that the construction of the 688-km long ECRL, suspended last July after the new government found irregularities in the terms of the “lopsided” contract, would cost between RM34.4bil and RM41.3bil.
According to a source with technical know-how, China and Malaysia have agreed to this pricing: Constructing a rail track on normal terrain is about RM50mil per km; and for tunnelling at the Main Range and areas with challenging soil condition, the cost can be raised up to RM60mil per km.
Last Friday, Finance Minister Lim Guan Eng hinted that the ECRL could cost RM36bil, down from about RM55bil announced in 2016 by the previous administration and RM81bil estimated by the present government.
The Malaysian team negotiating with China is led by Prime Minister Tun Dr Mahathir Mohamad’s special envoy Tun Daim Zainuddin, who has indicated the ECRL deal would be finalised this month.
Daim, also Malaysia’s former finance minister, told reporters last month: “We are almost there. Just need to tighten the screws here and there.”
One source close to the Malaysian negotiating team tells StarBiz that for the price to be lower, the ECRL will adopt single-tracking and not double-tracking, as the passenger and freight traffic flow is expected to be low due to sparse population and low investments in the states of Pahang, Terengganu and Kelantan.
A single-track railway is a railway where trains travelling in both directions share the same track. A double-track railway involves running one track in each direction. The cheaper single track is for lesser-used lines.
“The Chinese really wants to see the ECRL coming into fruition, as this is a key project under President Xi Jinping’s Belt and Road Initiative. Their attitude has been very accommodating in the negotiations, though initially they were tough,” said the source from the Malaysian side.
The ECRL is of strategic importance to China because by using the Kuantan Port-ECRL-Port Klang route, its trading route and time to the west of Peninsular Malaysia could be cut short and there is no need to use Singapore Port.
The project will also benefit Malaysia as it will spur tourism and economic growth in the East Coast states. 
Touted as a game changer for Malaysia, the ECRL is expected to reduce travel time from Gombak (in Selangor) to Kota Baru (in Kelantan) to under four hours, from 8-12 hours at present.
But the price tag of RM81bil would be too much of a burden for Malaysia due to the heavy debts of the government.
However, if Malaysia were to cancel the ECRL project unilaterally, it would have to pay about RM20bil in compensation to China.
According to the sources, the ECRL package under negotiation will include a commitment from China to purchase more local palm oil and to direct more Chinese investments into Malaysia.
“This is under bilateral talks now. We are talking about a package, not just the ECRL project. Top officials from the Primary Industries Ministry have joined the negotiation team,” says the source.
In fact, Daim had already hinted earlier on the inclusion of the commercial elements.
In an interview on TV3’s prime-time Bulletin Utama three weeks ago, Daim said the ECRL would have “new commercial elements that would have a greater impact on Malaysian companies and people”.
He said: “When we discuss, we negotiate and I like to make a commercial deal... a lot more (projects) will come our way and we will get more profit.”
Daim also said he had been in touch with the relevant parties in China and “both countries have reached a decision to finalise the agreement”.
But it is not immediately known how much palm oil China will commit to buy and the duration of the commitment.
President Xi made a pledge to former prime mnister Datuk Seri Najib Razak that Beijing would buy Malaysia’s palm oil “without upper limit” during the latter’s official visit to China in 2016, when bilateral ties were very close.
But since last year, China has slowed down its purchase of local palm oil and raised its offtake from Indonesia. Many see this as a response to the suspension of several China projects in Malaysia and attacks on Chinese investments by some key politicians. 
The ECRL package will include China’s commitment to bring in investments in the manufacturing and high-tech industries needed for economic digitisation, says another source.
Last Friday, Lim hinted that the ECRL could include the state of Negri Sembilan, if negotiations with the Chinese government were successful, and the project was to go on."
